id_hagr,aliases,symbol_hugo,name_common,entrez_id,why,band,location_start,location_end,orientation,unigene,swissprot,acc_promoter,acc_orf,acc_cds,references
223,CTNNB MRD19 armadillo,CTNNB1,"catenin (cadherin-associated protein), beta 1, 88kDa",1499,downstream,3p21,41216015,41256938,1,476018,CTNB1_HUMAN,,NM_001904,NP_001895,"12719720,12594827,15126105,15905404,11371349,12130776,10398436,10192393,14716020,12717450,9065403,11226152,16481476,12086851,17690294,21108734,23124852,15492215","CTNB1_BOVI;Bos taurus,hmp-2;Caenorhabditis elegans,ctnnb1;Danio rerio,arm;Drosophila melanogaster,Ctnnb1;Mus musculus,Ctnnb1;Rattus norvegicus"
224,AD3 FAD PS1 PS-1 S182,PSEN1,presenilin 1,5663,putative,14q24.3,72672931,72756862,1,592324,PSN1_HUMAN,,NM_000021,NP_000012,"9160754,9539133,10557208,10917532,11070093,10821758,11567612,15066262,15345711,10206645,10850703,8705854,10206646,16298244,20541250,17197420,23990795,12551931","PSN1_BOVIN;Bos taurus,sel-12;Caenorhabditis elegans,psen1;Danio rerio,Psn;Drosophila melanogaster,Psen1;Mus musculus,PSEN1;Pan troglodytes,Psen1;Rattus norvegicus"
225,SCDO1,DLL3,delta-like 3 (Drosophila),10683,putative,19q13,44681426,44690948,1,127792,DLL3_HUMAN,,NM_016941,NP_058637,"9160754,10206646,15725724,15716955,14657508,14645852,9662403,12791036,10742114,9272948,12668592,12746394,12551931","DLL3;Bos taurus,spe-9;Caenorhabditis elegans,Dll3;Mus musculus,Dll3;Rattus norvegicus"
226,ARF MLM P14 P16 P19 CMM2 INK4 MTS1 TP16 CDK4I CDKN2 INK4A MTS-1 P14ARF P19ARF P16INK4 P16INK4A P16-INK4A,CDKN2A,"cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)",1029,cell,9p21,21957751,21965038,-1,512599,CD2A2_HUMAN,,NM_000077,NP_000068,"10594030,14574365,9624006,15520862,11544530,11544531,12015983,12486224,8153634,15582292,15520276,14722607,7987387,9529248,15361884,16054100,16107615,12882406,15964994,16476774,16537449,17227869,16957737,18516091,17637672,17664422,16957738,19907431,22048312,20551323,19934433,19013273,19239418,17459456,18957199,22888763,23124852,23332765,17713536,20173736,17463246,19118192,16957735",Cdkn2a;Mus musculus
227,PP1A PP-1A PPP1A PP1alpha,PPP1CA,"protein phosphatase 1, catalytic subunit, alpha isozyme",5499,"cell,putative",11q13,66922227,66925952,-1,183994,PP1A_HUMAN,HS_PPP1CA,NM_002708,NP_002699,"12198546,12024026,15113600,18204081,18800172","PPP1CA;Bos taurus,ppp1caa;Danio rerio,ppp1cab;Danio rerio,Pp1-87B;Drosophila melanogaster,Pp1alpha-9;Drosophila melanogaster,Ppp1ca;Mus musculus,PPP1CA;Pan troglodytes,Ppp1ca;Rattus norvegicus,GLC7;Saccharomyces cerevisiae"
228,D0S117E,DBN1,drebrin 1,1627,putative,5q35.3,176816219,176833271,-1,130316,DREB_HUMAN,,NM_004395,NP_004386,"10374754,8838578,12009525,15339646","Q1RMT6_BOV;Bos taurus,K08E3.4;Caenorhabditis elegans,Dbn1;Rattus norvegicus"
229,SYM1 SYNS1,NOG,noggin,9241,putative,17q21-q22,52026273,52027542,1,248201,NOGG_HUMAN,,NM_005450,NP_005441,"12975477,14642451,15171992,10080184,10688202,9603738,11562478","NOG (2 of ;Danio rerio,nog1;Danio rerio,Nog;Mus musculus,NOG;Pan troglodytes,Nog;Rattus norvegicus"
230,WS WBS SVAS,ELN,elastin,2006,human_link,7q11.23,72887168,72927681,1,647061,ELN_HUMAN,,NM_000501,NP_000492,"16212450,9819363,14597767,2456379,15534874,15525565,9607766,9215670,7693128,18404866,18175202","elna;Danio rerio,ELN;Pan troglodytes,Eln;Rattus norvegicus"
231,FRP1 MEC1 SCKL FCTCS SCKL1,ATR,ataxia telangiectasia and Rad3 related,545,mammal,3q22-q24,143650777,143780349,-1,271791,ATR_HUMAN,,NM_001184,NP_001175,"12919958,10691732,12629512,18371340,19718024,19620979,18804090,12640452","ATR;Bos taurus,mei-41;Drosophila melanogaster,Atr;Mus musculus,ATR;Pan troglodytes,MEC1;Saccharomyces cerevisiae"
232,SLC25A9,UCP3,"uncoupling protein 3 (mitochondrial, proton carrier)",7352,functional,11q13,73388984,73397778,-1,101337,UCP3_HUMAN,,NM_003356,NP_003347,"15153176,10481056,11129388,12684796,14673524,15304252,10935638,10748195,10748196,9769326,11780125,12588886,9511737,11171595,16098826,9700198,16281056,16707280,18854208,15886224,19385039,18852040","UCP3;Bos taurus,Ucp3;Mus musculus,UCP3;Pan troglodytes,Ucp3;Rattus norvegicus"
233,HGPS PRO1 FACE1 STE24 FACE-1 Ste24p,ZMPSTE24,"zinc metallopeptidase (STE24 homolog, S. cerevisiae)",10269,"upstream,putative",1p34,40392871,40428944,1,132642,FACE1_HUMAN,,NM_005857,NP_005848,"15479179,15980864,16079796,11923874,12235369,12913070,15843403,15317753,16511604,16671095,18443001,21746928,20961378,23019125,23917225,21522133","fce-1;Caenorhabditis elegans,zmpste24;Danio rerio,ste24a;Drosophila melanogaster,Zmpste24;Mus musculus,ZMPSTE24;Pan troglodytes,Zmpste24;Rattus norvegicus,STE24;Saccharomyces cerevisiae"
234,AIS KET LMS NBP RHS p40 p51 p63 EEC3 OFC8 p73H p73L SHFM4 TP53L TP73L p53CP TP53CP B(p51A) B(p51B),TP63,tumor protein p63,8626,mammal,3q28,190831917,191097764,1,137569,P63_HUMAN,,NM_003722,NP_003713,"10227293,10535733,10227294,16107615,16337913,12086851,17122775,16940753,17609671","TP63;Bos taurus,tp63;Danio rerio,Trp63;Mus musculus,TP63;Pan troglodytes,Tp63;Rattus norvegicus"
235,UCPH BMIQ4 SLC25A8,UCP2,"uncoupling protein 2 (mitochondrial, proton carrier)",7351,model,11q13,73363363,73371537,-1,80658,UCP2_HUMAN,HS_UCP2,NM_003355,NP_003346,"10481056,11129388,15304252,11780125,16098828,16054055,11095970,11171595,16098826,9054939,9700198,11381268,11101840,11440717,16366736,14679178,16281056,16707280,9139827,17082459,19141680,18854208,18852040","UCP2_BOVIN;Bos taurus,ucp2;Danio rerio,Ucp2;Mus musculus,UCP2;Pan troglodytes,Ucp2;Rattus norvegicus"
236,,POLB,"polymerase (DNA directed), beta",5423,functional,8p11.2,42315186,42348470,1,654484,DPOLB_HUMAN,,NM_002690,NP_002681,"12392752,14755728,16141234,12665521,7217221,6699097,3161998,10789676,12547392,16449207,16439206,14973123,16885342,1734878","DPOLB_BOVI;Bos taurus,polb;Danio rerio,Polb;Mus musculus,POLB;Pan troglodytes,Polb;Rattus norvegicus,POL4;Saccharomyces cerevisiae"
237,GCL GCS GLCL GLCLC,GCLC,"glutamate-cysteine ligase, catalytic subunit",2729,functional,6p12,53470097,53517790,-1,654465,GSH1_HUMAN,,NM_001498,NP_001489,"8655605,15664737,16148000,10719238,10515893,12598062,11118286","gcs-1;Caenorhabditis elegans,gclc;Danio rerio,Gclc;Drosophila melanogaster,Gclc;Mus musculus,GCLC;Pan troglodytes,Gclc;Rattus norvegicus,GSH1;Saccharomyces cerevisiae"
238,GLCLR,GCLM,"glutamate-cysteine ligase, modifier subunit",2730,model,1p22.1,94064610,94087033,-1,315562,GSH0_HUMAN,,NM_002061,NP_002052,"8655605,15664737,16148000,10719238,12081989,12975258","E01A2.1;Caenorhabditis elegans,gclm;Danio rerio,Gclm;Drosophila melanogaster,Gclm;Mus musculus,DNTTIP2;Pan troglodytes,Gclm;Rattus norvegicus"
239,SIR2L6,SIRT6,sirtuin (silent mating type information regulation 2 homolog) 6 (S. cerevisiae),51548,mammal,19p13.3,4125106,4133596,-1,423756,SIRT6_HUMAN,,NM_016539,NP_057623,"16439206,15795229,16873059,16756498,18337721,18242175,22367546,20117128,19135889,21738489,21680843,20047575,20829486,21098266,20141841,23217706,23552949,21651395,22753495","A5D7K6_BOV;Bos taurus,sir-2.4;Caenorhabditis elegans,sirt6;Danio rerio,Sirt6;Mus musculus,SIRT6;Pan troglodytes,Sirt6;Rattus norvegicus"
240,BUB3L hBUB3,BUB3,budding uninhibited by benzimidazoles 3 homolog (yeast),9184,mammal,10q26,124903859,124914869,1,418533,BUB3_HUMAN,HS_BUB3,NM_004725,NP_004716,"16476774,10995385,9660858,12551952","bub-3;Caenorhabditis elegans,Bub3;Drosophila melanogaster,Bub3;Mus musculus"
241,MIG14 MRNP41 Mnrp41 dJ481F12.3 dJ800J21.1,RAE1,RAE1 RNA export 1 homolog (S. pombe),8480,mammal,20q13.31,55359551,55386925,1,371698,RAE1L_HUMAN,HS_RAE1,NM_003610,NP_003601,"16476774,12551952","RAE1L_BOVI;Bos taurus,npp-17;Caenorhabditis elegans,rae1;Danio rerio,Rae1;Drosophila melanogaster,Rae1;Mus musculus,Rae1;Rattus norvegicus,GLE2;Saccharomyces cerevisiae"
242,MCH,PMCH,pro-melanin-concentrating hormone,5367,functional,12q23-q24,101092705,101094081,-1,705380,MCH_HUMAN,,NM_002674,NP_002665,"11160162,8637571,9872314,16443777,1505462,19956259","A1Z2Z3_BOV;Bos taurus,Pmch;Mus musculus,MCH_PANTR;Pan troglodytes,Pmch;Rattus norvegicus"
243,FCC2 COCA2 HNPCC hMLH1 HNPCC2,MLH1,"mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)",4292,"functional,putative",3p21.3,37009982,37067339,1,195364,MLH1_HUMAN,,NM_000249,NP_000240,"16474933,12419828,10096563,8673133,8145827","Q1RMN2_BOV;Bos taurus,mlh-1;Caenorhabditis elegans,mlh1;Danio rerio,Mlh1;Drosophila melanogaster,Mlh1;Mus musculus,MLH1;Pan troglodytes,Mlh1;Rattus norvegicus,MLH1;Saccharomyces cerevisiae"
244,HCKIE CKIepsilon,CSNK1E,"casein kinase 1, epsilon",1454,putative,22q13.1,37016643,37044035,-1,474833,KC1E_HUMAN,,NM_001894,NP_001885,"12054192,10775102,3413487,9783234,18400165,9376640,18272659","kin-20;Caenorhabditis elegans,csnk1e;Danio rerio,dco;Drosophila melanogaster,Csnk1e;Mus musculus,CSNK1E;Pan troglodytes,Csnk1e;Rattus norvegicus,HRR25;Saccharomyces cerevisiae"
245,CHIP UBOX1 HSPABP2 NY-CO-7 SDCCAG7,STUB1,STIP1 homology and U-box containing protein 1,10273,mammal,16p13.3,670116,672769,1,592081,STUB1_HUMAN,HS_STUB1,NM_005861,NP_005852,18411298,"STUB1;Bos taurus,chn-1;Caenorhabditis elegans,stub1;Danio rerio,CHIP;Drosophila melanogaster,Stub1;Mus musculus,STUB1;Pan troglodytes,Stub1;Rattus norvegicus"
246,WIP1 PP2C-DELTA,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent, 1D",8493,"downstream,putative",17q23.2,56032336,56096818,1,591184,PPM1D_HUMAN,,NM_003620,NP_003611,"16652371,23396447,21522133,19879149","E1BD03_BOV;Bos taurus,ppm1d;Danio rerio,PPM1D (1 o;Danio rerio,Ppm1d;Mus musculus,Ppm1d;Rattus norvegicus"
247,CDS1 CHK2 LFS2 RAD53 hCds1 HuCds1 PP1425,CHEK2,CHK2 checkpoint homolog (S. pombe),11200,functional,22,27413731,27467822,-1,291363,CHK2_HUMAN,,NM_001005735,NP_001005735,"16652371,16675955,10617473,10435585,15492928,10710310,19404261,19375317,17522062,12447382,12364621","Q58DJ9_BOV;Bos taurus,chk-2;Caenorhabditis elegans,T08D2.7;Caenorhabditis elegans,chek2;Danio rerio,lok;Drosophila melanogaster,Chek2;Mus musculus,Chek2;Rattus norvegicus,DUN1;Saccharomyces cerevisiae"
248,PEPCK1 PEPCKC PEPCK-C,PCK1,phosphoenolpyruvate carboxykinase 1 (soluble),5105,putative,20q13.31,55569543,55574919,1,1872,PCKGC_HUMAN,,NM_002591,NP_002582,"17716967,11792850","PCK1;Bos taurus,R11A5.4;Caenorhabditis elegans,W05G11.6;Caenorhabditis elegans,pck1;Danio rerio,CG10924;Drosophila melanogaster,Pepck;Drosophila melanogaster,Pck1;Mus musculus,PCK1;Pan troglodytes,Pck1;Rattus norvegicus"
249,RHOGAP RHOGAP1 CDC42GAP p50rhoGAP,ARHGAP1,Rho GTPase activating protein 1,392,mammal,11p12-q12,46655208,46678696,-1,138860,RHG01_HUMAN,,NM_004308,NP_004299,17227869,"ARHGAP1;Bos taurus,rga-1;Caenorhabditis elegans,arhgap1;Danio rerio,RhoGAP68F;Drosophila melanogaster,Arhgap1;Mus musculus,ARHGAP1;Pan troglodytes,Arhgap1;Rattus norvegicus,ECM25;Saccharomyces cerevisiae"
250,G25K CDC42Hs,CDC42,"cell division cycle 42 (GTP binding protein, 25kDa)",998,"cell,downstream",1p36.1,22251707,22292023,1,690198,CDC42_HUMAN,,NM_001791,NP_001782,"17227869,16510873,23615056,22560076",
251,TIC JAP3 MOP3 BMAL1 PASD3 BMAL1c bHLHe5,ARNTL,aryl hydrocarbon receptor nuclear translocator-like,406,mammal,11p15,13255901,13365388,1,65734,BMAL1_HUMAN,,NM_001178,NP_001169,"16787960,16847346,16507766,12897057,15689397,17124323,20832105,19299583,20562852,19286518,18662547,23142819,23791176","ARNTL;Bos taurus,aha-1;Caenorhabditis elegans,arntl1a;Danio rerio,arntl1b;Danio rerio,cyc;Drosophila melanogaster,Arntl;Mus musculus,ARNTL;Pan troglodytes,Arntl;Rattus norvegicus"
252,KAT13D bHLHe8,CLOCK,clock homolog (mouse),9575,"functional,downstream",4q12,55993417,56107754,-1,436975,CLOCK_HUMAN,,NM_004898,NP_004889,"16787960,16847346,18418054,17360649,16507766,12897057,15689397,9160755,11301000,15845877,17379666,20832105,19299583,20562852,19286518,18662547,21149897,23791176","clock;Danio rerio,Clk;Drosophila melanogaster,Clock;Mus musculus,CLOCK;Pan troglodytes,Clock;Rattus norvegicus"
253,hic-1 ZBTB29 ZNF901,HIC1,hypermethylated in cancer 1,3090,upstream,17p13.3,1905143,1909731,1,72956,HIC1_HUMAN,,NM_006497,NP_006488,"16269335,12539045","HIC1;Bos taurus,hic1;Danio rerio,Hic1;Mus musculus"
254,PAPA DIPLA1 PAPP-A PAPPA1 ASBABP2 IGFBP-4ase,PAPPA,"pregnancy-associated plasma protein A, pappalysin 1",5069,"functional,putative",9q33.2,117955892,118204421,1,643599,PAPP1_HUMAN,,NM_002581,NP_002572,"17681037,16079258,18566100,14973274,11586954,19549878,20351075,17510462","PAPPA (2 o;Danio rerio,Pappa;Mus musculus,LOC464690;Pan troglodytes,D3ZNQ7_RAT;Rattus norvegicus"
255,AC5 FDFM,ADCY5,adenylate cyclase 5,111,mammal,3q13.2-q21,124486089,124650082,-1,593293,ADCY5_HUMAN,,NM_183357,NP_899200,"17662940,23020244,20372150","ADCY5;Bos taurus,acy-4;Caenorhabditis elegans,Adcy5;Mus musculus,ADCY5;Pan troglodytes,Adcy5;Rattus norvegicus"
256,LEM6 PGC1 PGC1A PGC-1v PPARGC1 PGC-1(alpha),PPARGC1A,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha",10891,"upstream,downstream",4p15.1,23402742,23500798,-1,527078,PRGC1_HUMAN,,NM_013261,NP_037393,"14614508,11557984,15744310,17347648,14999129,11557972,12181572,12574632,16775082,17476214,18599449,18001293,21307849,19918075,23791176,17581637","PRGC1_BOVI;Bos taurus,PPARGC1A;Pan troglodytes,Ppargc1a;Rattus norvegicus"
257,MCSP GPx-4 PHGPx snGPx GSHPx-4 snPHGPx,GPX4,glutathione peroxidase 4 (phospholipid hydroperoxidase),2879,putative,19p13.3,1054936,1057787,1,433951,GPX4_HUMAN,HS_GPX4,NM_002085,NP_002076,"15496407,17895430,22401858",
258,UCP SLC25A7,UCP1,"uncoupling protein 1 (mitochondrial, proton carrier)",7350,putative,4q28-q31,141700500,141709457,-1,249211,UCP1_HUMAN,,NM_021833,NP_068605,"10481056,15304252,11780125,16707280,18054318,9139827,23277187","Ucp1;Mus musculus,UCP1;Pan troglodytes,Ucp1;Rattus norvegicus"
259,ADHR FGFN HYPF HPDR2 PHPTC,FGF23,fibroblast growth factor 23,8074,"downstream,putative",12p13.3,4347654,4359155,-1,287370,FGF23_HUMAN,,NM_020638,NP_065689,"16436388,17086194,16436465,14966565,11062477,16151858,18762812,18678710","FGF23;Bos taurus,fgf23;Danio rerio,Fgf23;Mus musculus,FGF23;Pan troglodytes,Fgf23;Rattus norvegicus"
260,DHRD DRAD FBNL MLVT MTLV S1-5 FBLN3 FIBL-3,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,2202,mammal,2p16,55946606,56003860,-1,76224,FBLN3_HUMAN,,NM_004105,NP_004096,"17872905,10369267,12242346","A2VE41_BOV;Bos taurus,Efemp1;Mus musculus,Efemp1;Rattus norvegicus"
261,XPF RAD1 FANCQ ERCC11,ERCC4,"excision repair cross-complementing rodent repair deficiency, complementation group 4",2072,"functional,putative",16p13.3-p1,13921515,13953706,1,696757,XPF_HUMAN,,NM_005236,NP_005227,"10320375,8197175,16142233,17183314,9579555,8797827,20221251","ERCC4;Bos taurus,C47D12.8;Caenorhabditis elegans,mei-9;Drosophila melanogaster,Ercc4;Mus musculus,ERCC4;Pan troglodytes,Ercc4;Rattus norvegicus,RAD1;Saccharomyces cerevisiae"
262,BPIFF HDLCQ10,CETP,"cholesteryl ester transfer protein, plasma",1071,human_link,16q21,56995834,57017755,1,89538,P11597,,NM_000078,NP_000069,"14559957,20200605,15888337,16096813,22122979,20068209,21665990",
263,GLM1 CIMT1 NR1C3 PPARG1 PPARG2 PPARgamma,PPARG,peroxisome proliferator-activated receptor gamma,5468,functional,3p25,12329348,12475854,1,162646,D2KUA6,,NM_005037,NP_005028,"15175761,18547997,19997628,17389764,15356014,10394368,15236769,19117549,22304921,10622252",
264,AT1 AG2S AT1B AT1R AT1AR AT1BR AT2R1 HAT1R AGTR1A AGTR1B AT2R1A AT2R1B,AGTR1,"angiotensin II receptor, type 1",185,mammal,3q24,148415657,148460789,1,477887,P30556,,NM_000685,NP_000676,"19197138,19763608,20606419,16116425,20308035",
265,ERIS WFS2 ZCD2 NAF-1 Miner1,CISD2,CDGSH iron sulfur domain 2,493856,mammal,4q24,103790134,103813963,1,444955,Q8N5K1,,NM_001008388,NP_001008389,"19451219,20649540,22661501,17846994,22343142",
266,P18 AIMP3,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1,9521,mammal,6p24.3,8073592,8102827,-1,602353,C9JLK5,,NM_001135650,NP_001129122,"15680327,20726853,21789020",
267,,EPS8,epidermal growth factor receptor pathway substrate 8,2059,mammal,12p12.3,15773074,15942509,-1,591160,B4E3T6,,NM_004447,NP_004438,"20209148,22876043,21118970,19448673,17537571,20184880",
268,MK3 HGK5 HLK3 PCN3 HPCN3 KV1.3 HUKIII,KCNA3,"potassium voltage-gated channel, shaker-related subfamily, member 3",3738,mammal,1p13.3,111214309,111217654,-1,169948,P22001,,NM_002232,NP_002223,"18542083,16317062,19850126,21087602,19590190,17546508",
269,SIR2L7,SIRT7,sirtuin 7,51547,"functional,putative",17q25,79869814,79876057,-1,514636,Q9NRC8,,NM_016538,NP_057622,"18239138,17003781,11953824,21651395,19261981,22722849",
270,NAS1 NaSi-1,SLC13A1,"solute carrier family 13 (sodium/sulfate symporters), member 1",6561,"mammal,model",7q31.32,122753587,122840024,-1,489849,A4D0X1,,NM_022444,NP_071889,"21651971,11118146,12480943,14578452",
271,CIS2 SSI2 Cish2 SSI-2 SOCS-2 STATI2,SOCS2,suppressor of cytokine signaling 2,8835,"functional,upstream",12q,93963597,93970520,1,485572,A8K3D1,,NM_003877,NP_003868,"9727029,10403376,15690087,19424848,16707422,17651480,18627528",
273,TPP-2,TPP2,tripeptidyl peptidase II,7174,mammal,13q32-q33,103249285,103331523,1,432424,P29144,,NM_003291,NP_003282,"18362329,15735022",
274,p202 53BP1,TP53BP1,tumor protein p53 binding protein 1,7158,functional,15q15-q21,43699411,43802706,-1,440968,F8VY86,,NM_001141979,NP_001135451,"12533509,19716796,17522062,17546051,18804090,20453858,20194434,18931658,18931659,12447382,12364621,21931182",
275,SIR2L3,SIRT3,sirtuin 3,23410,functional,11p15.5,215029,236361,-1,716456,Q9NTG7,,NM_001017524,NP_001017524,"16873059,21873205,19652361,15676284,14580859,23375372,21651395,21094524,21212461,20129246,21109198,17923681",
276,SMRT TRAC CTG26 SMRTE TRAC1 N-CoR2 TNRC14 TRAC-1 SMAP270 SMRTE-tau,NCOR2,nuclear receptor corepressor 2,9612,mammal,12q24,124808956,125052009,-1,137510,C9J0Q5,,NM_001206654,NP_001193583,"15175761,21109196,15494311,22001906","gei-8;Caenorhabditis elegans,Smr;Drosophila melanogaster"
277,UNC84A,SUN1,Sad1 and UNC84 domain containing 1,23353,upstream,7p22.3,855193,914556,1,438072,B4DZF7,,NM_001171944,NP_001165415,"22541428,17543860,19509342",
278,BAK CDN1 BCL2L7 BAK-LIKE,BAK1,BCL2-antagonist/killer 1,578,functional,6p21.3,33540322,33548069,-1,485139,Q16611,,NM_001188,NP_001179,"7715730,7715731,19901338,11557285",
279,IBP2 IGF-BP53,IGFBP2,"insulin-like growth factor binding protein 2, 36kDa",3485,functional,2q33-q34,217498126,217529158,1,438102,P18065,,NM_000597,NP_000588,"20074524,21108734,20730703,17352648,17463246,17259371",
280,P5C P5CR PRO3 PYCR PIG45 PP222 ARCL2B ARCL3B,PYCR1,pyrroline-5-carboxylate reductase 1,5831,putative,17q25.3,79890266,79894967,-1,163451,A6NFM2,,NM_153824,NP_722546,"19648921,19576563,21567914",
281,P73,TP73,tumor protein p73,7161,"functional,putative",1p36.3,3569128,3652764,1,192132,B7Z7J4,,NM_001204192,NP_001191121,"10716451,18786355,20194434,22987635,21368881",
282,CB1 CNR CB-R CB1A CB1R CANN6 CB1K5,CNR1,cannabinoid receptor 1 (brain),1268,putative,6q14-q15,88849582,88875766,-1,75110,P21554,,NM_001160226,NP_001153698,"21690345,19547718,20415562,23954857,20724033,19690173",
283,NRF2,NFE2L2,nuclear factor (erythroid-derived 2)-like 2,4780,"cell,upstream",2q31,178095030,178129858,-1,731566,B4E338,,NM_001145413,NP_001138885,"18287083,18281592,20068043,15917255,17204939,19734940,19967722,22222206,21602469,14985508,22021391,21559389",
284,P21 CIP1 SDI1 WAF1 CAP20 CDKN1 MDA-6 p21CIP1,CDKN1A,"cyclin-dependent kinase inhibitor 1A (p21, Cip1)",1026,cell,6p21.2,36644236,36655115,1,370771,P38936,,NM_000389,NP_000380,"7958916,15797377,14713953,11280729,17014852,19934433,19079133,7664346,8242751,15899785,20231440,15489061,20126416,23602569,21108734,23124852,18204081,9405657,10485911,10710306,7655464,19118192,17143283",
285,CD140A PDGFR2 PDGFR-2 RHEPDGFRA,PDGFRA,"platelet-derived growth factor receptor, alpha polypeptide",5156,downstream,4q12,55095263,55164411,1,74615,P16234,,NM_006206,NP_006197,"12668888,21993628,7896447,15928335,12522257",
286,MCM CWS5 MCAP PI3K CLOVE MCMTC p110-alpha,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",5290,upstream,3q26.3,178866310,178952499,1,553498,P42336,,NM_006218,NP_006209,"19822807,21474066,16625210,17540175,15016963",age-1;Caenorhabditis elegans
287,,C1QA,"complement component 1, q subcomponent, A chain",712,upstream,1p36.12,22963117,22966174,1,632379,P02745,,NM_015991,NP_057075,"22682250,9590289,18083105,9225968",
288,P15 MTS2 TP15 CDK4I INK4B p15INK4b,CDKN2B,"cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)",1030,cell,9p21,22002901,22009311,-1,72901,P42772,,NM_004936,NP_004927,"19239418,8152487,19580824,22888763,21147108,19578366,17713536,20173736,17463246",
289,EIF-5A2 eIF5AII,EIF5A2,eukaryotic translation initiation factor 5A2,56648,mammal,3q26.2,170606203,170626425,-1,164144,Q9GZV4,,NM_020390,NP_065123,"21612665,17949776,15205331",
290,GIF GLIF MMIF,MIF,macrophage migration inhibitory factor (glycosylation-inhibiting factor),4282,mammal,22q11.23,24236564,24237408,1,407995,I4AY87,,NM_002415,NP_002406,"20219983,20606117,17142669,12271144,11508429,8413654",
291,ARAT DGAT ARGP1,DGAT1,diacylglycerol O-acyltransferase 1,8694,mammal,8q24.3,145538245,145550581,-1,521954,O75907,,NM_012079,NP_036211,"22291164,19675136,10802663",
292,MT1 MTD,MT1E,metallothionein 1E,4493,putative,16q13,56659556,56661023,1,744893,P04732,,NM_175617,NP_783316,16585059,
293,,FGF21,fibroblast growth factor 21,26291,mammal,19q13.33,49258815,49261586,1,283015,Q9NSA1,,NM_019113,NP_061986,"23066506,15902306,18680716,22304921,17926232,23372041,22344195,17452648,18252893",
294,OMI PARK13 PRSS25,HTRA2,HtrA serine peptidase 2,27429,mammal,2p12,74756531,74760682,1,469045,O43464,,NM_013247,NP_037379,"22976834,22535253,23542127,22205977,14534547,15961413",
295,,GSK3A,glycogen synthase kinase 3 alpha,2931,mammal,19q13.2,42734337,42746735,-1,466828,P49840,,NM_019884,NP_063937,"23549082,19391164,16341242,12761548","gsk-3;Caenorhabditis elegans,gskt;Drosophila melanogaster,MRK1;Saccharomyces cerevisiae,RIM11;Saccharomyces cerevisiae"
296,MTH1,NUDT1,nudix (nucleoside diphosphate linked moiety X)-type motif 1,4521,mammal,7p22,2281856,2290779,1,534331,P36639,,NM_002452,NP_002443,"23648059,19500668,21538080,19118192,11572992",
297,IKK2 IKKB NFKBIKB IKK-beta,IKBKB,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta",3551,mammal,8p11.2,42128819,42190170,1,597664,O14920,,NM_001190720,NP_001177649,"15479644,22706308,18223156,23636330,23521863,15685170,15685173,15294155,15084260,10195897,11533494",
298,p60 p62 A170 OSIL PDB3 ZIP3 p62B,SQSTM1,sequestosome 1,8878,putative,5q35,179233387,179265077,1,724025,Q13501,,NM_001142298,NP_001135770,"22222206,24138988,21455601,11992264",
299,CAK1 HCAK MO15 STK1 CDKN7 p39MO15,CDK7,cyclin-dependent kinase 7,1022,mammal,5q12.1,68530621,68573256,1,184298,P50613,,NM_001799,NP_001790,"22505032,11124424",
300,GEP GP88 PEPI PGRN CLN11 PCDGF,GRN,granulin,2896,putative,17q21.32,42422490,42430473,1,514220,P28799,,NM_002087,NP_002078,"22733568,20522652,17984093,16862115,16862116",
